location_id,alertListId,alertTitle,alertDetail,alertDate,active
447495,945,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",29/7/23,TRUE
330975,946,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",30/7/23,TRUE
408254,947,"""New In""","""Covid19 Entry Requirements for Travellers to China""",31/7/23,TRUE
279157,948,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",1/8/23,TRUE
225497,949,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",2/8/23,TRUE
302860,950,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",3/8/23,TRUE
535076,951,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",4/8/23,TRUE
667765,952,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",5/8/23,TRUE
933000,953,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",6/8/23,TRUE
905550,954,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",7/8/23,TRUE
845570,955,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",8/8/23,TRUE
740734,956,"""New In""","""Covid19 Entry Requirements for Travellers to China""",9/8/23,TRUE
509493,957,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",10/8/23,TRUE
388587,958,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",11/8/23,TRUE
507911,959,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",12/8/23,TRUE
803666,960,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",13/8/23,TRUE
779913,961,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",14/8/23,TRUE
946929,962,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",15/8/23,TRUE
251524,963,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",16/8/23,TRUE
221306,964,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",17/8/23,TRUE
457634,965,"""New In""","""Covid19 Entry Requirements for Travellers to China""",18/8/23,TRUE
888910,966,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",19/8/23,TRUE
519054,967,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",20/8/23,TRUE
637941,968,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",21/8/23,TRUE
108255,969,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",22/8/23,TRUE
901165,970,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",23/8/23,TRUE
743387,971,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",24/8/23,TRUE
440681,972,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",25/8/23,TRUE
296435,973,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",26/8/23,TRUE
991253,974,"""New In""","""Covid19 Entry Requirements for Travellers to China""",27/8/23,TRUE
204346,975,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",28/8/23,TRUE
464761,976,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",29/8/23,TRUE
669743,977,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",30/8/23,TRUE
617044,978,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",31/8/23,TRUE
552208,979,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",1/9/23,TRUE
847180,980,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",2/9/23,TRUE
325837,981,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",3/9/23,TRUE
949320,982,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",4/9/23,TRUE
188829,983,"""New In""","""Covid19 Entry Requirements for Travellers to China""",5/9/23,TRUE
280254,984,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",6/9/23,TRUE
158446,985,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",7/9/23,TRUE
934617,986,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",8/9/23,TRUE
911546,987,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",9/9/23,TRUE
886976,988,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",10/9/23,TRUE
149272,989,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",11/9/23,TRUE
919565,990,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",12/9/23,TRUE
732853,991,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",13/9/23,TRUE
740143,992,"""New In""","""Covid19 Entry Requirements for Travellers to China""",14/9/23,TRUE
790265,993,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",15/9/23,TRUE
948397,994,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",16/9/23,TRUE
989412,995,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",17/9/23,TRUE
738426,996,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",18/9/23,TRUE
396937,997,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",19/9/23,TRUE
395373,998,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",20/9/23,TRUE
822771,999,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",21/9/23,TRUE
421653,1000,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",22/9/23,TRUE
